Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
_SPXD,S&P 500/Cowles Composite Price Index (with GFD extension),Stock Indices - Composites,United States Dollar,United States,,,,,,,Index Number,Units,Stock,none,Monthly From Jan 1871 To Jan 1918<BR>Weekly From Jan 1918 To Dec 1927<BR>Daily From Jan 1928 To May 2022<BR>,"For Data before 1871, please see the file GFUS100MPD<br />After the Dow Jones Averages, the second most historically extensive indices are the Standard and Poor's indices.  Whereas the Dow Jones averages were weighted by price, from the beginning, the S&P indices were weighted by capitalization.  The original indices were introduced by the Standard Statistics Corporation in 1923 covering 233 stocks in 26 sectors.  Data were calculated on a weekly basis back to 1918.  The daily indices were introduced in 1928 and consisted of a 90-stock average including 50 industrials, 20 rails and 20 utilities.  Data were calculated on a weekly basis back to 1926 and 1927.  <br />The Standard and Poor's Composite combines a number of different indices. From 1791 to 1801, GFD has calculated an equal-weighted index using data from 7 banks (Union National Bank of Boston, Massachusetts National Bank of Boston, the First Bank of the United States, Bank of the State of New York, Bank of Pennsylvania, Bank of South Carolina, and the Bank of America), 3 insurance companies (New York Insurance Company, Insurance Co. of Pennsylvania, Insurance Co. of North America) and two transport companies (Philadelphia and Lancaster Turnpike Company and Schuylkill Permanent Bridge Company).<br />Using Walter B. Smith and Arthur H. Cole, Fluctuations in American Business, 1790-1860, Cambridge: Harvard Univ. Press, 1935, the index combines the monthly price indexes of Bank stocks (1802-1815, Bank and Insurance Stocks (February 1815-December 1845), and Rails (1834-1862) from Smith and Cole, ibid.: and Railroads (1863-1870) from Frederick R. Macaulay, The Movements of Interest Rates, Bond Yields and Stock Prices in the United States Since 1856, New York: National Bureau of Economic Research, 1938.  This data is available in USMACRRM<br />GFD has used Smitha nd Cole's data on banks from 1802 to 1833.  Between 1834 and 1863, the file USCFALLM provides data from Smith and Cole. Beginning in 1871, the Cowles/Standard and Poor's Composite index of stocks is used.  The Standard and Poor's indices were first calculated in 1918, and the Cowles Commission back-calculated the series to 1871 using the Commercial and Financial Chronicle. For more information, see Standard and Poor's, Security Price Index Record, New York: Standard and Poor's, 2000 and Cowles Commission for Research in Economics, Common-Stock Indexes, 2nd ed., Bloomington: Principia Press, 1939.<br />High-low-close are available since January 1930 except for 1/2/41-7/30/46, 2/28/47-3/5/47, 10/24/47-10/28/47, 3/5/48-3/10/48, 5/6/49-5/11/49, 12/23/49-1/23/52, 6/27,30/1952, 9/5,8,9/1952.<br />The 90-stock Composite was calculated from 1926 through February 1957 when S&P introduced the S&P 500 stock average including 425 industrials, 25 rails and 50 utilities, weighting the index substantially in favor of the industrials.  S&P did not calculate the 500-stock index prior to March 1957, but used the old 90-share index (as well as the old 50 industrials, 20 rails and 20 utilities indices) to extend the data back to 1928.  The daily closes listed in the Security Price Index Record consist of the 90 stock averages adjusted to the new 1941/43 base from 1926 through February 1957, and the 500 stock averages starting in March 1957.  Similarly, the weekly/monthly data for these indices uses the 90 stock average, rather than the more extensive indices of industrials that included 400 stocks, and were calculated on a weekly rather than a daily basis.<br />The indices were revised again on July 1, 1976 when the rail index was dropped, and was replaced by the Transportation index, and a Financial Index was added.  Until that time, financial shares had been excluded from the S&P 500 because many were over-the-counter stocks making it difficult to calculate exact prices for the averages.  The components were changed from 425 industrials, 60 utilities and 15 rails to 400 industrials, 40 utilities, 20 transportation and 40 financial stocks in 1976.  On April 6, 1988, exact numerical allocations were abandoned allowing the sectoral composition of the S&P 500 index to change as new stocks were removed and added to the S&P 500. Data for the S&P 500 index is theoretical through 1983 and actual, real-time data from January 3, 1984 on. <br /><br /> Where possible, we have included high-low-close data for the indices, which meant readjusting the data for the period prior to March 1957 to the old indices.  High-low-close are currently available for 1930-1941, September 1946-December 1949, and beginning in January 1956.  Other dates have the close only. The primary sources for these data are Standard Statistics Corp., Base Book, New York: Standard Statistics Corp., 1931, Standard and Poor's Security Price Index Record, New York: Standard and Poor's (1940, 1941, 1948, 1955, 1957, 1962, and biannually since then), Standard and Poor's, Outlook, New York: Standard and Poor's (published weekly) and Standard and Poor's, Statistical Service, New York: S&P.  For a detailed history of the components of both the 90 and the 500 stock averages see the current and past issues of the biannual Security Price Index Record published by Standard and Poor's. <br />The original 500 share indices included 90-95% of the capitalization of the New York Stock Exchange providing the most comprehensive index of stocks then available; however, the rapid expansion in Nasdaq and growth in the NYSE has meant that the S&P indices now represent a smaller proportion of total market capitalization than in the past. The Wilshire 5000, Russell 3000 and Investor's Business Daily 6000 all cover substantially more shares than the S&P 500. Nevertheless, the S&P 500 still represents about 75% of the stock market's capitalization.  To update their index, S&P introduced a 400-share Mid-cap index (which was calculated back to 1981), in June 1991, and then introduced a Small Cap 600-share index in October 1994, which was calculated back to December 31, 1993.  The 1500-share Supercomposite was introduced in July of 1995 and calculated back to December 31, 1993.  In January 2002, S&P introduced the S&P 1000 which includes all the stocks in the S&P 400 Midcap and S&P 600 Small Cap Index. Beginning in March 2004, S&P began adjusting their indices so they would reflect the free float on their stock indices rather than the total capitalization.  The free float method reduces the influence of stocks such as Wal-Mart for which 40% of the stock is privately held and not publicly traded.<br />Volume data are for the stocks traded on the NYSE, not for the S&P 500 stocks.",,Split adjusted.
Date,Ticker,Open,High,Low,Close
01/02/1986,_SPXD,211.24,211.28,208.93,209.59
01/03/1986,_SPXD,209.6,210.88,209.51,210.88
01/06/1986,_SPXD,210.89,210.98,209.93,210.65
01/07/1986,_SPXD,210.69,213.8,210.65,213.8
01/08/1986,_SPXD,213.79,214.57,207.49,207.97
01/09/1986,_SPXD,207.96,207.97,204.51,206.11
01/10/1986,_SPXD,206.17,207.33,205.52,205.96
01/13/1986,_SPXD,205.97,206.83,205.52,206.72
01/14/1986,_SPXD,206.75,207.37,206.06,206.64
01/15/1986,_SPXD,206.64,208.27,206.64,208.26
01/16/1986,_SPXD,208.31,209.18,207.61,209.17
01/17/1986,_SPXD,209.17,209.4,207.59,208.43
01/20/1986,_SPXD,208.42,208.43,206.62,207.53
01/21/1986,_SPXD,207.53,207.78,205.05,205.79
01/22/1986,_SPXD,205.79,206.03,203.41,203.49
01/23/1986,_SPXD,203.44,204.43,202.6,204.25
01/24/1986,_SPXD,204.26,206.43,204.25,206.43
01/27/1986,_SPXD,206.45,207.69,206.43,207.39
01/28/1986,_SPXD,207.42,209.82,207.4,209.81
01/29/1986,_SPXD,209.84,212.36,209.81,210.29
01/30/1986,_SPXD,210.23,211.54,209.15,209.33
01/31/1986,_SPXD,209.31,212.42,209.19,211.78
02/03/1986,_SPXD,211.72,214.18,211.6,213.96
02/04/1986,_SPXD,213.97,214.57,210.82,212.79
02/05/1986,_SPXD,212.84,213.03,211.21,212.96
02/06/1986,_SPXD,212.96,214.15,212.6,213.47
02/07/1986,_SPXD,213.46,215.27,211.13,214.56
02/10/1986,_SPXD,214.56,216.24,214.47,216.24
02/11/1986,_SPXD,216.24,216.67,215.54,215.92
02/12/1986,_SPXD,215.95,216.28,215.13,215.97
02/13/1986,_SPXD,215.94,217.41,215.38,217.4
02/14/1986,_SPXD,217.44,219.76,217.22,219.76
02/18/1986,_SPXD,219.76,222.45,219.26,222.45
02/19/1986,_SPXD,222.38,222.96,219.73,219.76
02/20/1986,_SPXD,219.74,222.22,219.22,222.22
02/21/1986,_SPXD,222.24,224.62,222.22,224.62
02/24/1986,_SPXD,224.58,225.29,223.31,224.34
02/25/1986,_SPXD,224.31,224.4,222.63,223.79
02/26/1986,_SPXD,223.79,224.59,223.15,224.04
02/27/1986,_SPXD,224.04,226.88,223.41,226.77
02/28/1986,_SPXD,226.89,227.92,225.42,226.92
03/03/1986,_SPXD,226.92,226.92,224.41,225.42
03/04/1986,_SPXD,225.4,227.33,223.94,224.38
03/05/1986,_SPXD,224.14,224.37,222.18,224.34
03/06/1986,_SPXD,224.38,225.5,224.13,225.13
03/07/1986,_SPXD,225.11,226.33,224.44,225.57
03/10/1986,_SPXD,225.58,226.98,225.36,226.58
03/11/1986,_SPXD,231.69,231.81,226.58,231.69
03/12/1986,_SPXD,232.54,234.7,231.68,232.54
03/13/1986,_SPXD,233.19,233.89,231.27,233.19
03/14/1986,_SPXD,233.2,236.55,232.58,236.55
03/17/1986,_SPXD,234.67,236.55,233.69,234.67
03/18/1986,_SPXD,234.65,236.53,234.14,235.78
03/19/1986,_SPXD,235.78,236.52,235.13,235.6
03/20/1986,_SPXD,235.63,237.09,235.6,236.54
03/21/1986,_SPXD,236.56,237.35,233.29,233.34
03/24/1986,_SPXD,233.34,235.33,232.92,235.33
03/25/1986,_SPXD,235.33,235.33,233.62,234.72
03/26/1986,_SPXD,234.71,237.79,234.71,237.3
03/27/1986,_SPXD,237.31,240.11,237.3,238.97
03/31/1986,_SPXD,238.97,239.86,238.08,238.9
04/01/1986,_SPXD,238.88,239.1,234.57,235.14
04/02/1986,_SPXD,234.99,235.71,233.4,235.71
04/03/1986,_SPXD,235.71,236.42,232.07,232.47
04/04/1986,_SPXD,232.43,232.56,228.32,228.69
04/07/1986,_SPXD,228.71,228.83,226.3,228.63
04/08/1986,_SPXD,228.76,233.7,228.63,233.52
04/09/1986,_SPXD,233.52,235.57,232.13,233.75
04/10/1986,_SPXD,233.79,236.54,233.75,236.44
04/11/1986,_SPXD,236.49,237.85,235.13,235.97
04/14/1986,_SPXD,235.94,237.48,235.43,237.28
04/15/1986,_SPXD,237.28,238.09,236.64,237.73
04/16/1986,_SPXD,237.77,242.57,237.73,242.22
04/17/1986,_SPXD,242.21,243.36,241.89,243.03
04/18/1986,_SPXD,243.02,243.47,241.74,242.38
04/21/1986,_SPXD,242.38,244.78,241.88,244.74
04/22/1986,_SPXD,244.78,245.47,241.3,242.42
04/23/1986,_SPXD,242.33,242.42,240.08,241.75
04/24/1986,_SPXD,241.76,243.13,241.65,242.02
04/25/1986,_SPXD,242.7,242.8,240.91,242.29
04/28/1986,_SPXD,242.3,243.08,241.23,243.08
04/29/1986,_SPXD,243.02,243.57,239.23,240.51
04/30/1986,_SPXD,240.52,240.52,235.26,235.52
05/01/1986,_SPXD,235.51,236.01,234.21,235.16
05/02/1986,_SPXD,235.16,236.52,234.15,234.79
05/05/1986,_SPXD,234.83,237.73,234.79,237.73
05/06/1986,_SPXD,237.82,238.28,236.26,237.24
05/07/1986,_SPXD,237.24,237.24,233.98,236.08
05/08/1986,_SPXD,236.13,237.96,236.08,237.13
05/09/1986,_SPXD,237.13,238.01,235.85,237.85
05/12/1986,_SPXD,237.85,238.53,237.02,237.58
05/13/1986,_SPXD,237.6,237.87,236.02,236.41
